43700,14501,772.5036,Bryan Gray
43701,11003,3756.989,Jenna Young
43703,16624,3953.9884,Nichole Goel
43704,11005,3729.364,Joe Madan
43705,11011,3756.989,Joe Rana
43708,20042,772.5036,Donald Raman
43709,16351,3953.9884,Luke Nelson
43710,16517,3953.9884,Kelsey Raje
43712,13513,3953.9884,Jeremy Powell
43714,13591,3953.9884,Jon Yuan
43715,16483,3953.9884,Misty Nath
43716,16529,3953.9884,Kelsey Nath
43720,13264,3953.9884,Roger Zheng
43721,13590,3953.9884,Briana Gutierrez
43722,13581,3953.9884,Blake Price
43723,14520,772.5036,Lucas Gray
43724,16520,3953.9884,Kelsey Chande
43725,13258,3953.9884,Roger Ma
43726,14560,772.5036,Sebastian Ramirez
43727,16607,3953.9884,Nichole Jai
43729,11238,3756.989,Ruben Martin
43731,16629,3953.9884,Logan Hill
43732,11025,3729.364,Marshall Sun
43735,16522,3953.9884,Carlos Mitchell
43736,11002,3756.989,Courtney Young
43737,13261,3953.9884,Carson Simmons
43738,11606,3953.9884,Anna Robinson
43739,13563,3953.9884,Miguel Flores
43740,16527,3953.9884,Alex Mitchell
43742,13576,3953.9884,Miguel Russell
43743,11007,3756.989,Marshall Xu
43744,16631,3953.9884,Caleb Scott
43745,16514,3953.9884,Samuel Hill
43746,16616,3953.9884,Gloria Carlson
43750,11591,3953.9884,Barbara Xu
43751,11592,3953.9884,Barbara Luo
43752,13265,3953.9884,Carson Bryant
43753,16482,3953.9884,Thomas Mitchell
43756,19941,772.5036,Julie Xie
43757,11017,3729.364,Chloe Clark
43759,13257,3953.9884,Carson Butler
43760,16352,3953.9884,Jordan Nelson
43761,16493,3953.9884,Kelsey She
43763,16525,3953.9884,Kelsey Nara
43764,16612,3953.9884,Jesse Lopez
43765,11010,3756.989,Joe Schmidt
43766,16518,3953.9884,Caleb Mitchell
43767,11001,3729.364,Amber Young
43771,14559,772.5036,Micheal Alvarez
43772,16524,3953.9884,Gloria Gill
43773,16526,3953.9884,Isaiah Mitchell
43774,16348,3953.9884,Connor Nelson
43775,11027,3756.989,Chloe Hall
43776,13260,3953.9884,Roger Guo
43777,16515,3953.9884,Kelsey Jai
43778,11018,3756.989,Joe Mehta
43780,11599,3953.9884,Anna Harris
43781,16495,3953.9884,Kelsey Shen
43782,16516,3953.9884,Kelsey Pal
43783,16620,3953.9884,Nichole Nath
43785,11601,3953.9884,Anna Martin
43786,11607,3953.9884,Barbara Jai
43788,11239,3729.364,Isabella Martinez
43791,16484,3953.9884,Misty Goel
43792,16623,3953.9884,Jonathan Hill
43793,11000,3756.989,Mary Young
43794,11029,3756.989,Joe Gonzalez
43796,17956,772.5036,Christian Smith
43797,16345,3953.9884,Caleb Nelson
43798,16521,3953.9884,Carlos Hill
43799,16636,3953.9884,Alison Shen
43801,13583,3953.9884,Jon Xu
43802,11593,3953.9884,Barbara Yuan
43804,13585,3953.9884,Y. Yong
43805,14510,772.5036,Jonathon Ortega
43806,16523,3953.9884,Angel Mitchell
43807,11611,3953.9884,Anna Lewis
43808,13259,3953.9884,Roger Liang
43809,16350,3953.9884,Katrina Chapman
43810,11004,3756.989,Chloe Harris
43811,11026,3756.989,Joe Martinez
43815,16494,3953.9884,Kevin Mitchell
43816,16496,3953.9884,Gabriel Mitchell
43817,16519,3953.9884,Jackson Mitchell
43818,16528,3953.9884,Kelsey Rai
43819,11006,3756.989,Chloe Martin
43823,19942,772.5036,Nicole Sandberg
43824,14558,772.5036,Juan Ramirez
43825,16349,3953.9884,Katrina Chande
43826,11008,3729.364,Joe Srini
43830,16347,3953.9884,Katrina Raje
43831,11028,3729.364,Julia Smith
43832,13584,3953.9884,Blake Bennett
43835,19802,3729.364,Byron Ramos
43837,11009,3729.364,Joe Prasad
43840,17957,772.5036,Ethan Thompson
43841,13406,3953.9884,Briana Diaz
43842,16630,3953.9884,Thomas Hill
43919,12124,3953.9884,Taylor Smith
43921,16743,3953.9884,Martin Srini
43922,13546,3953.9884,Miguel Henderson
43924,12132,3953.9884,Taylor Jones
43925,16661,3953.9884,Alison Chande
43926,11055,3729.364,Judith White
43927,16662,3953.9884,Noah Adams
43928,16740,3953.9884,Jack Scott
43931,13548,3953.9884,Miguel Coleman
43932,16741,3953.9884,Martin Madan
43933,11031,3756.989,Julia Williams
43934,11034,3756.989,Joe Perez
43935,20048,772.5036,Donald Garcia
43937,17047,3953.9884,Melody Browning
43938,16686,3953.9884,Francisco Patel
43939,16659,3953.9884,Noah Green
43941,13600,3953.9884,Blake Long
43942,17051,3953.9884,Mason Hernandez
43943,14565,772.5036,Steven Ramirez
43944,11054,3756.989,Julia Jackson
43945,16675,3953.9884,Alison Anand
43946,16687,3953.9884,Francisco Vance
43947,16712,3953.9884,Francisco Fernandez
43948,11047,3756.989,Julia Moore
43951,16696,3953.9884,Francisco Madan
43952,16639,3953.9884,Alison Xie
43953,20049,772.5036,Destiny Brooks
43954,13602,3953.9884,Blake Hughes
43955,13661,3953.9884,Edward Griffin
43956,11030,3756.989,Julia Johnston
43958,16658,3953.9884,Luis Hill
43959,11035,3729.364,Julia Brown
43960,11046,3729.364,Julia Wilson
43963,16685,3953.9884,Robert Green
43964,16745,3953.9884,Martin Prasad
43965,11038,3729.364,Joe Diaz
43966,11039,3756.989,Julia Davis
43970,16684,3953.9884,Francisco Chandra
43971,16657,3953.9884,Alison Andersen
43974,13687,3953.9884,Wyatt Butler
43975,13540,3953.9884,Miguel Bennett
43977,16703,3953.9884,Jonathan Scott
43979,14576,772.5036,Ian Ramirez
43980,11048,3729.364,Julia Taylor
43981,16664,3953.9884,Aaron Hill
43984,13545,3953.9884,Miguel Ross
43985,13515,3953.9884,Jeremiah Long
43988,11244,3756.989,Isabella Lewis
43991,16660,3953.9884,Alison Raje
43992,16638,3953.9884,Samuel Adams
43993,16929,3953.9884,Luke Hernandez
43998,11033,3729.364,Julia Jones
44002,14572,772.5036,Devin Ramirez
44003,19325,772.5036,Olivia Gray
44006,16744,3953.9884,Luis Green
44010,13680,3953.9884,Wyatt Powell
44011,13514,3953.9884,Colin Anand
44012,11052,3729.364,Joe Romero
44013,16928,3953.9884,Caleb Young
44015,13693,3953.9884,Wyatt Bryant
44016,11247,3729.364,Isabella Walker
44019,16701,3953.9884,Francisco Sara
44020,16931,3953.9884,Henry Young
44021,11032,3729.364,Joe Sanchez
44023,19830,3729.364,Lindsay Shan
44024,16663,3953.9884,Alison Chander
44025,16708,3953.9884,Logan Scott
44026,17045,3953.9884,Johnny Yuan
44028,17048,3953.9884,Johnny Kumar
44029,11050,3729.364,Julia Thomas
44030,12131,3953.9884,Kelli Chander
44031,13689,3953.9884,Wyatt Foster
44032,11243,3756.989,Isabella Rodriguez
44033,16693,3953.9884,Timothy Hill
44034,16702,3953.9884,Francisco Rana
44035,16707,3953.9884,Francisco Garcia
44036,17046,3953.9884,Evan Hernandez
44039,17971,772.5036,Ryan Johnson
44040,11057,3729.364,Julia Martin
44041,16742,3953.9884,Jose Scott
44042,13678,3953.9884,Wyatt Perry
44043,13679,3953.9884,Rodney Alonso
44044,13690,3953.9884,Rodney Torres
44048,16713,3953.9884,Kyle Green
44049,13538,3953.9884,Jon Wu
44050,17050,3953.9884,Johnny Lal
44051,13691,3953.9884,Rodney Dominguez
44052,16637,3953.9884,Gabriel Hill
44053,19329,772.5036,Cory Madan
44054,13542,3953.9884,Jon Zhou
44055,13543,3953.9884,Miguel Barnes
44056,13559,3953.9884,Jon Gao
44057,14577,772.5036,Micheal Navarro
44058,11056,3729.364,Julia Harris
44059,16688,3953.9884,Jose Green
44063,11240,3756.989,Isabella Robinson
44067,17049,3953.9884,Jesse King
44068,13541,3953.9884,Miguel Wood
44070,19829,3729.364,Lindsay Sharma
44071,16691,3953.9884,Carlos Adams
44072,16656,3953.9884,Hunter Adams
44073,11044,3729.364,Joe Moreno
44134,13821,3953.9884,Linda Dominguez
44137,17328,3953.9884,Noah Rodriguez
44138,13765,3953.9884,Richard Price
44139,13792,3953.9884,Richard Butler
44140,12221,3953.9884,Emily Williams
44141,13572,3953.9884,Miguel Gonzales
44144,17071,3953.9884,Timothy Wright
44145,17309,3953.9884,Jose Walker
44146,17310,3953.9884,Alan Zhou
44147,17320,3953.9884,Alan Sun
44149,17242,3953.9884,Terry Champion
44150,17315,3953.9884,Alan Lu
44152,11334,3756.989,Christy Li
44157,17055,3953.9884,Sean King
44158,13567,3953.9884,Joan Navarro
44161,13772,3953.9884,Richard Ross
44165,17065,3953.9884,Johnny Chavez
44166,14581,772.5036,Seth Ramirez
44167,17308,3953.9884,Alan Lin
44168,12211,3953.9884,Dawn Yuan
44172,14584,772.5036,Dalton Ramirez
44173,13784,3953.9884,Monique Serrano
44174,17229,3953.9884,Noah Lopez
44175,17246,3953.9884,Terry Rai
44176,12220,3953.9884,Dawn Shan
44177,11337,3729.364,Christy Liu
44180,11058,3756.989,Joe Gutierrez
44181,17294,3953.9884,Noah Brown
44182,17299,3953.9884,Alan Chen
44184,17247,3953.9884,Kevin Lopez
44185,17280,3953.9884,Bethany Jai
44187,17069,3953.9884,Sean Wright
44188,20052,772.5036,Donald Fernandez
44189,20054,772.5036,Destiny Price
44190,11061,3729.364,Joe Torres
44191,17248,3953.9884,Terry Nath
44192,13570,3953.9884,Miguel Foster
44194,17064,3953.9884,Jesse Wright
44195,17249,3953.9884,Hunter Lewis
44196,17295,3953.9884,Bethany Nara
44199,17259,3953.9884,Robert Robinson
44200,17312,3953.9884,Jose Moore
44201,12254,3953.9884,Colleen Chen
44204,14580,772.5036,Micheal Gutierrez
44205,17285,3953.9884,Bethany Pal
44206,11250,3756.989,Natalie Smith
44209,17257,3953.9884,Luis Lopez
44210,13783,3953.9884,Monique Blanco
44213,17351,3953.9884,Krystal Wagner
44214,17332,3953.9884,Robert Lee
44216,13560,3953.9884,Jon Ma
44219,14590,772.5036,Isaiah James
44220,11060,3756.989,Julia Garcia
44221,17255,3953.9884,Jason Lopez
44222,17258,3953.9884,Bethany She
44223,13847,3953.9884,Desiree Munoz
44225,20060,772.5036,Donald Sanchez
44226,12255,3953.9884,Emily Clark
44228,11333,3756.989,Grace Hall
44230,17241,3953.9884,Terry Raje
44231,17973,772.5036,Vincent He
44232,17334,3953.9884,Alan He
44233,13841,3953.9884,Marcus Butler
44237,17056,3953.9884,Johnny Shan
44238,17079,3953.9884,Shaun Deng
44239,12217,3953.9884,Dawn Lal
44240,13580,3953.9884,Miguel Hayes
44243,17278,3953.9884,Noah Smith
44244,17329,3953.9884,Noah Lewis
44246,12219,3953.9884,Emily Johnson
44247,17233,3953.9884,Terry Lal
44248,17240,3953.9884,Kyle Lopez
44249,13845,3953.9884,Desirée Moreno
44252,13777,3953.9884,Richard Johnston
44255,14585,772.5036,Micheal Dominguez
44256,17232,3953.9884,Hunter Rodriguez
44257,12212,3953.9884,Gail Griffin
44258,13579,3953.9884,Miguel Diaz
44262,20149,772.5036,Phillip Suri
44263,17279,3953.9884,Noah Johnson
44264,17286,3953.9884,Robert Lewis
44267,19339,772.5036,Olivia Bennett
44268,13820,3953.9884,Marcus Henderson
44269,14589,772.5036,Angel James
44270,13794,3953.9884,Monique Rubio
44271,13846,3953.9884,Marcus Foster
44272,12256,3953.9884,Colleen Li
44275,17256,3953.9884,Terry Raji
44276,17277,3953.9884,Bethany Shan
44277,17288,3953.9884,Noah Martin
44278,17293,3953.9884,Bethany Chander
44279,17326,3953.9884,Noah Clark
44320,14429,3953.9884,Lee Oliver
44322,17975,772.5036,Vincent Hu
44323,11072,3756.989,Julia Lee
44324,12267,3953.9884,Hannah Smith
44325,11095,3729.364,Roy Vance
44326,17728,3953.9884,Samuel Martinez
44328,17921,3953.9884,Ethan Taylor
44329,17904,3953.9884,Dennis Ye
44332,17510,3953.9884,Gabriel Allen
44333,11343,3756.989,Rachel Davis
44335,20165,772.5036,Shannon Vazquez
44337,11097,3729.364,Roy Malhotra
44338,18188,3953.9884,Todd Wang
44339,18189,3953.9884,Alexander Davis
44340,17354,3953.9884,Thomas Williams
44342,14610,772.5036,Clinton Alvarez
44343,17920,3953.9884,Dennis He
44344,14427,3953.9884,Lee Rubio
44346,14602,772.5036,Micheal Saunders
44347,17911,3953.9884,Hunter Thomas
44348,14159,3953.9884,Sabrina Diaz
44353,14591,772.5036,Micheal Vazquez
44354,14603,772.5036,Micheal Rubio
44355,11093,3756.989,Jennifer Anderson
44356,11099,3756.989,Jennifer Harris
44357,17511,3953.9884,Valerie Zhu
44358,17732,3953.9884,Margaret Zheng
44359,14525,3953.9884,Mathew Romero
44360,14158,3953.9884,Ian Brooks
44361,13686,3953.9884,Wyatt Washington
44364,11092,3729.364,Roy Patel
44365,17912,3953.9884,Dennis Zhu
44366,17502,3953.9884,Jordan Hall
44368,14150,3953.9884,Louis Liu
44370,18193,3953.9884,Benjamin Garcia
44371,17514,3953.9884,Valerie Gao
44372,17736,3953.9884,Logan Miller
44373,13767,3953.9884,Richard Bradley
44374,14157,3953.9884,Louis Wu
44375,14183,3953.9884,Brian Kelly
44379,11080,3729.364,Joe Rubio
44380,17915,3953.9884,David Moore
44381,14191,3953.9884,Sabrina Suarez
44382,11341,3756.989,Rachel Brown
44387,11096,3729.364,Jennifer Jackson
44388,17924,3953.9884,Dennis Zheng
44389,17925,3953.9884,Dennis Hu
44390,17353,3953.9884,Krystal Li
44391,17730,3953.9884,Jonathan Walker
44392,17910,3953.9884,Dennis Sun
44397,14596,772.5036,Mason James
44398,17733,3953.9884,Nathan Williams
44401,17515,3953.9884,Cameron Thompson
44402,13666,3953.9884,Rodney Alvarez
44403,19844,3729.364,Jasmine Barnes
44407,11077,3729.364,Jennifer Smith
